Set,No,Pool,Sub-Pool,#s,Count,Name,Reprint,Sub-Pool: Resource,Sub-Pool: Cost,Sub-Pool: Card Type,Duplicate Calc,Summary,
X:MG,65A,Scenario,Sabretooth,6,1,Find the Senator,,Scenario: Sabretooth-,Scenario: Sabretooth5P,Scenario: SabretoothSide-Scheme (S),X:MG,X:MGScenario,X:MG1
X:MG,65B,Scenario,Sabretooth,6,1,Protect the Senator,,Scenario: Sabretooth-,Scenario: Sabretooth-,Scenario: SabretoothEnvironment (S),X:MG,X:MGScenario,X:MG1
X:MG,66,Scenario,Sabretooth,7,1,Robert Kelly,,Scenario: Sabretooth-,Scenario: Sabretooth0,Scenario: SabretoothAlly,X:MG,X:MGScenario,X:MG1
X:MG,67,Scenario,Sabretooth,8,1,Adamantium Claws,,Scenario: Sabretooth☆,Scenario: Sabretooth-,Scenario: SabretoothAttachment,X:MG,X:MGScenario,X:MG1
X:MG,68,Scenario,Sabretooth,9,1,Animal Ferocity,,Scenario: Sabretooth☆,Scenario: Sabretooth-,Scenario: SabretoothAttachment,X:MG,X:MGScenario,X:MG1
X:MG,69,Scenario,Sabretooth,10-11,2,Sabretooth Strikes,,Scenario: Sabretooth☆,Scenario: Sabretooth-,Scenario: SabretoothTreachery,X:MG,X:MGScenario,X:MG2
X:MG,70,Scenario,Sabretooth,12-14,3,Unrelenting Savage,,Scenario: Sabretooth1,Scenario: Sabretooth-,Scenario: SabretoothTreachery,X:MG,X:MGScenario,X:MG3
X:MG,71,Scenario,Sabretooth,15-16,2,Medical Emergency,,Scenario: Sabretooth-,Scenario: Sabretooth-,Scenario: SabretoothObligation,X:MG,X:MGScenario,X:MG2
X:MG,72,Scenario,Sabretooth,17,1,Feral Rage,,Scenario: Sabretooth3,Scenario: Sabretooth4,Scenario: SabretoothSide-Scheme,X:MG,X:MGScenario,X:MG1
X:MG,73,Module,Brotherhood,1,1,Avalanche (M),,Module: Brotherhood1☆,Module: Brotherhood-,Module: BrotherhoodMinion,X:MG,X:MGModule,X:MG1
X:MG,74,Module,Brotherhood,2,1,Blob (M),,Module: Brotherhood2,Module: Brotherhood-,Module: BrotherhoodMinion,X:MG,X:MGModule,X:MG1
X:MG,75,Module,Brotherhood,3,1,Pyro (M),,Module: Brotherhood2,Module: Brotherhood-,Module: BrotherhoodMinion,X:MG,X:MGModule,X:MG1
X:MG,76,Module,Brotherhood,4,1,Toad (M),,Module: Brotherhood1☆,Module: Brotherhood-,Module: BrotherhoodMinion,X:MG,X:MGModule,X:MG1
X:MG,77,Module,Brotherhood,5-6,2,Homo Superior,,Module: Brotherhood1☆,Module: Brotherhood-,Module: BrotherhoodAttachment,X:MG,X:MGModule,X:MG2
X:MG,78,Module,Brotherhood,7,1,Mutant Terrorists,,Module: Brotherhood1,Module: Brotherhood-,Module: BrotherhoodTreachery,X:MG,X:MGModule,X:MG1
X:MG,79,Module,Brotherhood,8,1,The Brotherhood,,Module: Brotherhood3,Module: Brotherhood3+2P,Module: BrotherhoodSide-Scheme,X:MG,X:MGModule,X:MG1
X:MG,80,Module,Mystique,1,1,Mystique,,Module: Mystique2,Module: Mystique-,Module: MystiqueMinion,X:MG,X:MGModule,X:MG1
X:MG,81,Module,Mystique,2,1,Metamorphic Mayhem,,Module: Mystique-,Module: Mystique3,Module: MystiqueSide-Scheme,X:MG,X:MGModule,X:MG1
X:MG,82,Module,Mystique,3-4,2,Infiltration,,Module: Mystique1,Module: Mystique-,Module: MystiqueTreachery,X:MG,X:MGModule,X:MG2
X:MG,83,Module,Mystique,5,1,Shapeshifter Surprise,,Module: Mystique2,Module: Mystique-,Module: MystiqueTreachery,X:MG,X:MGModule,X:MG1
X:MG,84,Scenario,Project Wideawake,1,1,Sentinel I,,Scenario: Project Wideawake-,Scenario: Project Wideawake-,Scenario: Project Wideawake  Villain,X:MG,X:MGScenario,X:MG1
X:MG,85,Scenario,Project Wideawake,2,1,Sentinel II,,Scenario: Project Wideawake-,Scenario: Project Wideawake-,Scenario: Project Wideawake  Villain,X:MG,X:MGScenario,X:MG1
X:MG,86,Scenario,Project Wideawake,3,1,Sentinel III,,Scenario: Project Wideawake-,Scenario: Project Wideawake-,Scenario: Project Wideawake  Villain,X:MG,X:MGScenario,X:MG1
X:MG,87,Scenario,Project Wideawake,4,1,Night of the Sentinels (1),,Scenario: Project Wideawake-,Scenario: Project Wideawake1P,Scenario: Project Wideawake Main scheme,X:MG,X:MGScenario,X:MG1
X:MG,88,Scenario,Project Wideawake,5,1,Jubilee / Jubilation Lee,,Scenario: Project WideawakeWild,Scenario: Project Wideawake0,Scenario: Project WideawakeAlly,X:MG,X:MGScenario,X:MG1
X:MG,89,Scenario,Project Wideawake,6,1,Rictor / Julio Richter (S),,Scenario: Project WideawakeWild,Scenario: Project Wideawake2,Scenario: Project WideawakeAlly,X:MG,X:MGScenario,X:MG1
X:MG,90,Scenario,Project Wideawake,7,1,Boom Boom / Tabitha Smith (S),,Scenario: Project WideawakeWild,Scenario: Project Wideawake2,Scenario: Project WideawakeAlly,X:MG,X:MGScenario,X:MG1
X:MG,91,Scenario,Project Wideawake,8,1,Cannonball / Sam Guthrie (S),,Scenario: Project WideawakeWild,Scenario: Project Wideawake2,Scenario: Project WideawakeAlly,X:MG,X:MGScenario,X:MG1
X:MG,92,Scenario,Project Wideawake,9,1,Wolfsbane / Rahne Sinclair (S),,Scenario: Project WideawakeWild,Scenario: Project Wideawake2,Scenario: Project WideawakeAlly,X:MG,X:MGScenario,X:MG1
X:MG,93,Scenario,Project Wideawake,10-11,2,Sentinel Mark IV,,Scenario: Project Wideawake☆,Scenario: Project Wideawake-,Scenario: Project WideawakeMinion,X:MG,X:MGScenario,X:MG2
X:MG,94,Scenario,Project Wideawake,12-13,2,Gauntlet Beam,,Scenario: Project Wideawake1☆,Scenario: Project Wideawake-,Scenario: Project WideawakeAttachment,X:MG,X:MGScenario,X:MG2
X:MG,95,Scenario,Project Wideawake,14,1,Learning A.I.,,Scenario: Project Wideawake☆,Scenario: Project Wideawake-,Scenario: Project WideawakeAttachment,X:MG,X:MGScenario,X:MG1
X:MG,96,Scenario,Project Wideawake,15,1,Adaptive Armor,,Scenario: Project Wideawake☆,Scenario: Project Wideawake-,Scenario: Project WideawakeAttachment,X:MG,X:MGScenario,X:MG1
X:MG,97,Scenario,Project Wideawake,16,1,Self-Repair,,Scenario: Project Wideawake☆,Scenario: Project Wideawake-,Scenario: Project WideawakeTreachery,X:MG,X:MGScenario,X:MG1
X:MG,98,Scenario,Project Wideawake,17-18,2,Mutant Detected,,Scenario: Project Wideawake2,Scenario: Project Wideawake-,Scenario: Project WideawakeTreachery,X:MG,X:MGScenario,X:MG2
X:MG,99,Scenario,Project Wideawake,19-20,2,Warn the Others,,Scenario: Project Wideawake2,Scenario: Project Wideawake-,Scenario: Project WideawakeObligation,X:MG,X:MGScenario,X:MG2
X:MG,100,Scenario,Project Wideawake,21-24,4,Abduction Protocols,,Scenario: Project Wideawake2,Scenario: Project Wideawake2+2P,Scenario: Project WideawakeSide-Scheme,X:MG,X:MGScenario,X:MG4
X:MG,101,Module,Zero Tolerance,1-2,2,Sentinel Mark II,,Module: Zero Tolerance1,Module: Zero Tolerance-,Module: Zero ToleranceMinion,X:MG,X:MGModule,X:MG2
X:MG,102,Module,Zero Tolerance,3-4,2,Sentinel Mark III,,Module: Zero Tolerance☆,Module: Zero Tolerance-,Module: Zero ToleranceMinion,X:MG,X:MGModule,X:MG2
X:MG,103,Module,Zero Tolerance,5-6,2,Energy Barrier (A),,Module: Zero Tolerance1,Module: Zero Tolerance-,Module: Zero ToleranceAttachment,X:MG,X:MGModule,X:MG2
X:MG,104,Module,Zero Tolerance,7,1,Operation Zero Tolerance,,Module: Zero Tolerance3,Module: Zero Tolerance3P,Module: Zero ToleranceSide-scheme,X:MG,X:MGModule,X:MG1
X:MG,105,Module,Sentinels,1-2,2,Sentinel Mark V,,Module: Sentinels2,Module: Sentinels-,Module: SentinelsMinion,X:MG,X:MGModule,X:MG2
X:MG,106,Module,Sentinels,3-4,2,Sentinel Mark VI,,Module: Sentinels☆,Module: Sentinels-,Module: SentinelsMinion,X:MG,X:MGModule,X:MG2
X:MG,107,Module,Sentinels,5-6,2,Targeted for Elimination,,Module: Sentinels2,Module: Sentinels-,Module: SentinelsAttachment,X:MG,X:MGModule,X:MG2
X:MG,108,Module,Sentinels,7,1,Relentless Robots,,Module: Sentinels3,Module: Sentinels3P,Module: SentinelsSide-Scheme,X:MG,X:MGModule,X:MG1
X:MG,109,Scenario,Master Mold,1,1,Master Mold I,,Scenario: Master Mold-,Scenario: Master Mold-,Scenario: Master Mold  Villain,X:MG,X:MGScenario,X:MG1
X:MG,110,Scenario,Master Mold,2,1,Master Mold II,,Scenario: Master Mold-,Scenario: Master Mold-,Scenario: Master Mold  Villain,X:MG,X:MGScenario,X:MG1
X:MG,111,Scenario,Master Mold,3,1,Master Mold III,,Scenario: Master Mold-,Scenario: Master Mold-,Scenario: Master Mold  Villain,X:MG,X:MGScenario,X:MG1
X:MG,112,Scenario,Master Mold,4,1,The Sentinel Factory (1),,Scenario: Master Mold-,Scenario: Master Mold1P,Scenario: Master Mold Main Scheme,X:MG,X:MGScenario,X:MG1
X:MG,113,Scenario,Master Mold,5,1,Master Mold's Agenda (2),,Scenario: Master Mold-,Scenario: Master Mold1P,Scenario: Master Mold Main Scheme,X:MG,X:MGScenario,X:MG1
X:MG,114,Scenario,Master Mold,6-7,2,Sentinel Mark VIII,,Scenario: Master Mold2,Scenario: Master Mold-,Scenario: Master MoldMinion,X:MG,X:MGScenario,X:MG2
X:MG,115,Scenario,Master Mold,8-9,2,Unit Upgrade,,Scenario: Master Mold☆,Scenario: Master Mold-,Scenario: Master MoldAttachment,X:MG,X:MGScenario,X:MG2
X:MG,116,Scenario,Master Mold,10-11,2,Stun Beam,,Scenario: Master Mold2,Scenario: Master Mold-,Scenario: Master MoldAttachment,X:MG,X:MGScenario,X:MG2
X:MG,117,Scenario,Master Mold,12-13,2,Master Mold's Children,,Scenario: Master Mold1,Scenario: Master Mold-,Scenario: Master MoldTreachery,X:MG,X:MGScenario,X:MG2
X:MG,118,Scenario,Master Mold,14-15,2,Shields Up,,Scenario: Master Mold☆,Scenario: Master Mold-,Scenario: Master MoldTreachery,X:MG,X:MGScenario,X:MG2
X:MG,119,Scenario,Master Mold,16,1,Intruder Alert!,,Scenario: Master Mold3,Scenario: Master Mold3P,Scenario: Master MoldSide-Scheme,X:MG,X:MGScenario,X:MG1
X:MG,120,Scenario,Master Mold,17-18,2,Insert Virus Program,,Scenario: Master Mold3,Scenario: Master Mold2+2P,Scenario: Master MoldSide-Scheme,X:MG,X:MGScenario,X:MG2
X:MG,121A,Scenario,Mansion Attack,1,1,Avalanche A,,Scenario: Mansion Attack-,Scenario: Mansion Attack-,Scenario: Mansion Attack  Villain,X:MG,X:MGScenario,X:MG1
X:MG,121B,Scenario,Mansion Attack,1,-,Avalanche B,,Scenario: Mansion Attack-,Scenario: Mansion Attack-,Scenario: Mansion Attack  Villain,X:MG,X:MGScenario,X:MG-
X:MG,122A,Scenario,Mansion Attack,2,1,Blob A,,Scenario: Mansion Attack-,Scenario: Mansion Attack-,Scenario: Mansion Attack  Villain,X:MG,X:MGScenario,X:MG1
X:MG,122B,Scenario,Mansion Attack,2,-,Blob B,,Scenario: Mansion Attack-,Scenario: Mansion Attack-,Scenario: Mansion Attack  Villain,X:MG,X:MGScenario,X:MG-
X:MG,123A,Scenario,Mansion Attack,3,1,Pyro A,,Scenario: Mansion Attack-,Scenario: Mansion Attack-,Scenario: Mansion Attack  Villain,X:MG,X:MGScenario,X:MG1
X:MG,123B,Scenario,Mansion Attack,3,-,Pyro B,,Scenario: Mansion Attack-,Scenario: Mansion Attack-,Scenario: Mansion Attack  Villain,X:MG,X:MGScenario,X:MG-
X:MG,124A,Scenario,Mansion Attack,4,1,Toad A,,Scenario: Mansion Attack-,Scenario: Mansion Attack-,Scenario: Mansion Attack  Villain,X:MG,X:MGScenario,X:MG1
X:MG,124B,Scenario,Mansion Attack,4,-,Toad B,,Scenario: Mansion Attack-,Scenario: Mansion Attack-,Scenario: Mansion Attack  Villain,X:MG,X:MGScenario,X:MG-
X:MG,125,Scenario,Mansion Attack,5,1,The Brotherhood Strikes! (1),,Scenario: Mansion Attack-,Scenario: Mansion Attack-,Scenario: Mansion Attack Main Scheme,X:MG,X:MGScenario,X:MG1
X:MG,126,Scenario,Mansion Attack,6,1,The Atrium (2),,Scenario: Mansion Attack-,Scenario: Mansion Attack1P,Scenario: Mansion Attack Main Scheme,X:MG,X:MGScenario,X:MG1
X:MG,127,Scenario,Mansion Attack,7,1,The Cafeteria (2),,Scenario: Mansion Attack-,Scenario: Mansion Attack1P,Scenario: Mansion Attack Main Scheme,X:MG,X:MGScenario,X:MG1
X:MG,128,Scenario,Mansion Attack,8,1,The Basketball Court (2),,Scenario: Mansion Attack-,Scenario: Mansion Attack1P,Scenario: Mansion Attack Main Scheme,X:MG,X:MGScenario,X:MG1
X:MG,129,Scenario,Mansion Attack,9,1,The Courtyard (2),,Scenario: Mansion Attack-,Scenario: Mansion Attack1P,Scenario: Mansion Attack Main Scheme,X:MG,X:MGScenario,X:MG1
X:MG,130,Scenario,Mansion Attack,10,1,Save the School,,Scenario: Mansion Attack-,Scenario: Mansion Attack-,Scenario: Mansion AttackEnvironment (S),X:MG,X:MGScenario,X:MG1
X:MG,131,Scenario,Mansion Attack,11-13,3,Brotherhood Beatdown,,Scenario: Mansion Attack2,Scenario: Mansion Attack-,Scenario: Mansion AttackTreachery,X:MG,X:MGScenario,X:MG3
X:MG,132,Scenario,Mansion Attack,14-15,2,Groundswell,,Scenario: Mansion Attack1☆,Scenario: Mansion Attack-,Scenario: Mansion AttackTreachery,X:MG,X:MGScenario,X:MG2
X:MG,133,Scenario,Mansion Attack,16-17,2,Immovable,,Scenario: Mansion Attack1☆,Scenario: Mansion Attack-,Scenario: Mansion AttackTreachery,X:MG,X:MGScenario,X:MG2
X:MG,134,Scenario,Mansion Attack,18-19,2,Pyromaniac,,Scenario: Mansion Attack1☆,Scenario: Mansion Attack-,Scenario: Mansion AttackTreachery,X:MG,X:MGScenario,X:MG2
X:MG,135,Scenario,Mansion Attack,20-21,2,Hopping Mad,,Scenario: Mansion Attack1☆,Scenario: Mansion Attack-,Scenario: Mansion AttackTreachery,X:MG,X:MGScenario,X:MG2
X:MG,136,Scenario,Mansion Attack,22-23,2,Protect the Students,,Scenario: Mansion Attack2,Scenario: Mansion Attack2+2P,Scenario: Mansion AttackSide-Scheme,X:MG,X:MGScenario,X:MG2
X:MG,137,Scenario,Mansion Attack,24-25,2,Under Siege,,Scenario: Mansion Attack3,Scenario: Mansion Attack0,Scenario: Mansion AttackSide-Scheme,X:MG,X:MGScenario,X:MG2
X:MG,138,Scenario,Magneto,1,1,Magneto I,,Scenario: Magneto-,Scenario: Magneto-,Scenario: Magneto  Villain,X:MG,X:MGScenario,X:MG1
X:MG,139,Scenario,Magneto,2,1,Magneto II,,Scenario: Magneto-,Scenario: Magneto-,Scenario: Magneto  Villain,X:MG,X:MGScenario,X:MG1
X:MG,140,Scenario,Magneto,3,1,Magneto III,,Scenario: Magneto-,Scenario: Magneto-,Scenario: Magneto  Villain,X:MG,X:MGScenario,X:MG1
X:MG,141,Scenario,Magneto,4,1,Asteroid M (1),,Scenario: Magneto-,Scenario: Magneto1P,Scenario: Magneto Main Scheme,X:MG,X:MGScenario,X:MG1
X:MG,142,Scenario,Magneto,5,1,Factory Online (2),,Scenario: Magneto-,Scenario: Magneto1P,Scenario: Magneto Main Scheme,X:MG,X:MGScenario,X:MG1
X:MG,143,Scenario,Magneto,6,1,The Rule of Magnus (3),,Scenario: Magneto-,Scenario: Magneto1P,Scenario: Magneto Main Scheme,X:MG,X:MGScenario,X:MG1
X:MG,144A,Scenario,Magneto,7,1,Boarding Party,,Scenario: Magneto-,Scenario: Magneto3P,Scenario: MagnetoSide-Scheme (S),X:MG,X:MGScenario,X:MG1
X:MG,144B,Scenario,Magneto,7,-,Sabotage Master Mold,,Scenario: Magneto-,Scenario: Magneto3P,Scenario: MagnetoSide-Scheme (S),X:MG,X:MGScenario,X:MG-
X:MG,145A,Scenario,Magneto,8,1,Orbital Decay,,Scenario: Magneto-,Scenario: Magneto3P,Scenario: MagnetoSide-Scheme (S),X:MG,X:MGScenario,X:MG1
X:MG,145B,Scenario,Magneto,8,-,Physical Strain,,Scenario: Magneto-,Scenario: Magneto-,Scenario: MagnetoAttachment (S),X:MG,X:MGScenario,X:MG-
X:MG,146,Scenario,Magneto,9-12,4,M-Type Sentinel,,Scenario: Magneto☆,Scenario: Magneto-,Scenario: MagnetoMinion,X:MG,X:MGScenario,X:MG4
X:MG,147,Scenario,Magneto,13,1,Magneto's Helmet,,Scenario: Magneto3,Scenario: Magneto-,Scenario: MagnetoAttachment,X:MG,X:MGScenario,X:MG1
X:MG,148,Scenario,Magneto,14,1,Magneto's Armor,,Scenario: Magneto3,Scenario: Magneto-,Scenario: MagnetoAttachment,X:MG,X:MGScenario,X:MG1
X:MG,149,Scenario,Magneto,15,1,Magnetic Bubble,,Scenario: Magneto2,Scenario: Magneto-,Scenario: MagnetoAttachment,X:MG,X:MGScenario,X:MG1
X:MG,150,Scenario,Magneto,16-17,2,Wrapped in Metal,,Scenario: Magneto2,Scenario: Magneto-,Scenario: MagnetoAttachment,X:MG,X:MGScenario,X:MG2
X:MG,151,Scenario,Magneto,18-19,2,Master of Magnetism,,Scenario: Magneto2,Scenario: Magneto-,Scenario: MagnetoTreachery,X:MG,X:MGScenario,X:MG2
X:MG,152,Scenario,Magneto,20-21,2,Electric Shock,,Scenario: Magneto2,Scenario: Magneto-,Scenario: MagnetoTreachery,X:MG,X:MGScenario,X:MG2
X:MG,153,Scenario,Magneto,22-23,2,Electromagnetic Blast,,Scenario: Magneto☆,Scenario: Magneto-,Scenario: MagnetoTreachery,X:MG,X:MGScenario,X:MG2
X:MG,154,Scenario,Magneto,24-25,2,Metal Shards,,Scenario: Magneto☆,Scenario: Magneto-,Scenario: MagnetoTreachery,X:MG,X:MGScenario,X:MG2
X:MG,155,Scenario,Magneto,26-27,2,Magnetic Missile,,Scenario: Magneto1,Scenario: Magneto-,Scenario: MagnetoTreachery,X:MG,X:MGScenario,X:MG2
X:MG,156,Scenario,Magneto,28,1,Magnetic Mayhem,,Scenario: Magneto4,Scenario: Magneto4,Scenario: MagnetoSide-Scheme,X:MG,X:MGScenario,X:MG1
X:MG,157,Scenario,Magneto,29,1,Magnetically Sealed,,Scenario: Magneto☆,Scenario: Magneto2,Scenario: MagnetoSide-Scheme,X:MG,X:MGScenario,X:MG1
X:MG,158,Scenario,Magneto,30,1,Seized,,Scenario: Magneto3,Scenario: Magneto3P,Scenario: MagnetoSide-Scheme,X:MG,X:MGScenario,X:MG1
X:MG,159,Module,Acolytes,1,1,Fabian Cortez,,Module: Acolytes3,Module: Acolytes-,Module: AcolytesMinion,X:MG,X:MGModule,X:MG1
X:MG,160,Module,Acolytes,2,1,Amelia Voght,,Module: Acolytes2,Module: Acolytes-,Module: AcolytesMinion,X:MG,X:MGModule,X:MG1
X:MG,161,Module,Acolytes,3,1,Senyaka,,Module: Acolytes3,Module: Acolytes-,Module: AcolytesMinion,X:MG,X:MGModule,X:MG1
X:MG,162,Module,Acolytes,4,1,Delgado,,Module: Acolytes2,Module: Acolytes-,Module: AcolytesMinion,X:MG,X:MGModule,X:MG1
X:MG,163,Module,Acolytes,5,1,Unuscione,,Module: Acolytes2,Module: Acolytes-,Module: AcolytesMinion,X:MG,X:MGModule,X:MG1
X:MG,164,Module,Acolytes,6,1,Zeal for the Cause,,Module: Acolytes1,Module: Acolytes-,Module: AcolytesTreachery,X:MG,X:MGModule,X:MG1
X:MG,165,Module,Acolytes,7,1,The Acolytes,,Module: Acolytes☆,Module: Acolytes3P,Module: AcolytesSide-Scheme,X:MG,X:MGModule,X:MG1
X:MG,166,Module,Future Past,1,1,Nimrod,,Module: Future Past3,Module: Future Past-,Module: Future PastMinion,X:MG,X:MGModule,X:MG1
X:MG,167,Module,Future Past,2,1,Bastion,,Module: Future Past☆,Module: Future Past-,Module: Future PastMinion,X:MG,X:MGModule,X:MG1
X:MG,168,Module,Future Past,3,1,Nimrod's Portal,,Module: Future Past3,Module: Future Past3P,Module: Future PastSide-Scheme,X:MG,X:MGModule,X:MG1
X:MG,169,Module,Future Past,4,1,Bastion's Machinations,,Module: Future Past3,Module: Future Past6,Module: Future PastSide-Scheme,X:MG,X:MGModule,X:MG1
X:MG,170,Module,Future Past,5,1,Nano-Sentinel Tech,,Module: Future Past2,Module: Future Past-,Module: Future PastAttachment,X:MG,X:MGModule,X:MG1
X:MG,171A,Campaign (V),Campaign,1,1,Frightened Police,,Campaign (V): Campaign3,Campaign (V): Campaign3P,Campaign (V): CampaignSide-Scheme (S),X:MG,X:MGCampaign (V),X:MG1
X:MG,171B,Campaign (H),Campaign,1,-,Metro P.D.,,Campaign (H): CampaignMental,Campaign (H): Campaign-,Campaign (H): CampaignSupport,X:MG,X:MGCampaign (H),X:MG-
X:MG,172A,Campaign (V),Campaign,2,1,Enemy of My Enemy,,Campaign (V): Campaign-,Campaign (V): Campaign3P,Campaign (V): CampaignSide-Scheme (S),X:MG,X:MGCampaign (V),X:MG1
X:MG,172B,Campaign (H),Campaign,2,-,Magneto / Erik Lehnsherr,,Campaign (H): CampaignWild,Campaign (H): Campaign-,Campaign (H): CampaignAlly,X:MG,X:MGCampaign (H),X:MG-
X:MG,173A,Campaign (V),Campaign,3,1,Find the Prisoners,,Campaign (V): Campaign3,Campaign (V): Campaign3P,Campaign (V): CampaignSide-Scheme (S),X:MG,X:MGCampaign (V),X:MG1
X:MG,173B,Campaign (V),Campaign,3,-,Rescue Captives,,Campaign (V): Campaign-,Campaign (V): Campaign-,Campaign (V): CampaignEnvironment (S),X:MG,X:MGCampaign (V),X:MG-
X:MG,174,Campaign (V),Campaign,4,1,Surprise Attack (V),,Campaign (V): Campaign3,Campaign (V): Campaign3P,Campaign (V): CampaignSide-Scheme (S),X:MG,X:MGCampaign (V),X:MG1
X:MG,174,Campaign (V),Campaign,4,-,Reactivate Defenses,,Campaign (V): Campaign-,Campaign (V): Campaign-,Campaign (V): CampaignObligation (S),X:MG,X:MGCampaign (V),X:MG-
X:MG,175,Campaign (V),Campaign,5,1,Magneto's Fortress,,Campaign (V): Campaign3,Campaign (V): Campaign2P,Campaign (V): CampaignSide-Scheme (S),X:MG,X:MGCampaign (V),X:MG1
X:MG,175,Campaign (V),Campaign,5,-,Magneto's Power,,Campaign (V): Campaign-,Campaign (V): Campaign-,Campaign (V): CampaignAttachment (S),X:MG,X:MGCampaign (V),X:MG-
X:MG,176,Basic,Brawler,1,1,Coup de Grâce,,Basic: BrawlerWild,Basic: Brawler-,Basic: BrawlerUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,177,Basic,Brawler,2,1,Swagger,,Basic: BrawlerWild,Basic: Brawler-,Basic: BrawlerUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,178,Basic,Brawler,3,1,Brazen Defense,,Basic: BrawlerWild,Basic: Brawler-,Basic: BrawlerUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,179,Basic,Brawler,4,1,Ferocious Attack,,Basic: BrawlerWild,Basic: Brawler-,Basic: BrawlerUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,180,Basic,Brawler,5,1,War Cry,,Basic: BrawlerWild,Basic: Brawler-,Basic: BrawlerUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,181,Basic,Commander,1,1,Coup de Grâce,.TU,Basic: CommanderWild,Basic: Commander-,Basic: CommanderUpgrade,X:MG.TU,X:MGBasic,X:MG1
X:MG,182,Basic,Commander,2,1,Compassion,,Basic: CommanderWild,Basic: Commander-,Basic: CommanderUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,183,Basic,Commander,3,1,Group Assault,,Basic: CommanderWild,Basic: Commander-,Basic: CommanderUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,184,Basic,Commander,4,1,Shock and Awe,,Basic: CommanderWild,Basic: Commander-,Basic: CommanderUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,185,Basic,Commander,5,1,Improvisation,,Basic: CommanderWild,Basic: Commander-,Basic: CommanderUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,186,Basic,Defender,1,1,Swagger,.TU,Basic: DefenderWild,Basic: Defender-,Basic: DefenderUpgrade,X:MG.TU,X:MGBasic,X:MG1
X:MG,187,Basic,Defender,2,1,Surprise!,,Basic: DefenderWild,Basic: Defender-,Basic: DefenderUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,188,Basic,Defender,3,1,Heroic Intervention,,Basic: DefenderWild,Basic: Defender-,Basic: DefenderUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,189,Basic,Defender,4,1,Determined Defense,,Basic: DefenderWild,Basic: Defender-,Basic: DefenderUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,190,Basic,Defender,5,1,Bodyguard,,Basic: DefenderWild,Basic: Defender-,Basic: DefenderUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,191,Basic,Peacekeeper,1,1,Surprise!,.TU,Basic: PeacekeeperWild,Basic: Peacekeeper-,Basic: PeacekeeperUpgrade,X:MG.TU,X:MGBasic,X:MG1
X:MG,192,Basic,Peacekeeper,2,1,Compassion,.TU,Basic: PeacekeeperWild,Basic: Peacekeeper-,Basic: PeacekeeperUpgrade,X:MG.TU,X:MGBasic,X:MG1
X:MG,193,Basic,Peacekeeper,3,1,Rescue Operation,,Basic: PeacekeeperWild,Basic: Peacekeeper-,Basic: PeacekeeperUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,194,Basic,Peacekeeper,4,1,Mentorship,,Basic: PeacekeeperWild,Basic: Peacekeeper-,Basic: PeacekeeperUpgrade,X:MG,X:MGBasic,X:MG1
X:MG,195,Basic,Peacekeeper,5,1,Fortitude,,Basic: PeacekeeperWild,Basic: Peacekeeper-,Basic: PeacekeeperUpgrade,X:MG,X:MGBasic,X:MG1
X:C,1A,Hero,Cyclops,,1,Scott Summers,,Hero: Cyclops-,Hero: Cyclops-,Hero: Cyclops Alter-Ego,X:C,X:CHero,X:C1
X:C,1B,Hero,Cyclops,,-,Cyclops,,Hero: Cyclops-,Hero: Cyclops-,Hero: Cyclops Hero,X:C,X:CHero,X:C-
X:C,2,Hero,Cyclops,1,1,Phoenix / Jean Grey,,Hero: CyclopsWild,Hero: Cyclops3,Hero: CyclopsAlly,X:C,X:CHero,X:C1
X:C,3,Hero,Cyclops,2,1,Ruby Quartz Visor,,Hero: CyclopsPhysical,Hero: Cyclops2,Hero: CyclopsUpgrade,X:C,X:CHero,X:C1
X:C,4,Hero,Cyclops,3,1,Field Commander,,Hero: CyclopsPhysical,Hero: Cyclops1,Hero: CyclopsUpgrade,X:C,X:CHero,X:C1
X:C,5,Hero,Cyclops,4-5,2,Exploit Weakness,,Hero: CyclopsPhysical,Hero: Cyclops1,Hero: CyclopsUpgrade,X:C,X:CHero,X:C2
X:C,6,Hero,Cyclops,6-7,2,Practised Defense,,Hero: CyclopsEnergy,Hero: Cyclops0,Hero: CyclopsUpgrade,X:C,X:CHero,X:C2
X:C,7,Hero,Cyclops,8-9,2,Priority Targetting,,Hero: CyclopsMental,Hero: Cyclops0,Hero: CyclopsUpgrade,X:C,X:CHero,X:C2
X:C,8,Hero,Cyclops,10,1,Full Blast,,Hero: CyclopsPhysical,Hero: Cyclops1,Hero: CyclopsEvent,X:C,X:CHero,X:C1
